suscribed,age,job,education,marital,Income,Kidhome,Teenhome
no,36,Industry,High school,MARRIED,154477,1,1
no,53,Industry,Basic education,MARRIED,150016,1,0
no,37,Industry,Basic education,MARRIED,24387,2,2
no,50,Industry,High school,MARRIED,16234,2,1
no,46,Industry,Basic education,MARRIED,148760,0,2
no,41,Administration,High school,MARRIED,135964,1,0
no,43,Industry,Basic education,SINGLE,74055,1,2
no,51,Administration,University,MARRIED,104541,1,1
no,38,Administration,University,MARRIED,36298,1,0
no,41,Administration,Basic education,MARRIED,153624,2,0
no,39,Industry,High school,MARRIED,9189,0,1
no,52,Industry,Basic education,MARRIED,177799,2,1
no,37,Administration,Professional Course,MARRIED,64198,0,1
no,41,Administration,Basic education,MARRIED,57012,0,2
no,46,Administration,University,DIVORCED,69542,1,1
no,47,Administration,Professional Course,MARRIED,71354,2,0
no,35,Administration,Professional Course,MARRIED,174854,2,2
no,38,Industry,High school,MARRIED,8585,0,2
no,30,Industry,Unknown,SINGLE,70419,0,1
no,46,Industry,Basic education,MARRIED,31683,2,1
no,38,Administration,Professional Course,MARRIED,95177,2,1
no,35,Industry,Basic education,SINGLE,70032,0,2
no,58,Administration,Unknown,MARRIED,126756,1,1
no,40,Administration,Professional Course,MARRIED,97551,2,2
no,34,Administration,University,MARRIED,176158,0,2
no,30,Administration,University,SINGLE,177591,1,1
no,38,Industry,Basic education,MARRIED,16239,0,1
no,55,Administration,Basic education,SINGLE,137429,0,2
no,55,Administration,University,MARRIED,66067,2,1
no,45,Administration,Professional Course,SINGLE,18401,1,1
no,36,Administration,University,MARRIED,17010,2,1
no,32,Administration,University,SINGLE,76872,2,1
no,35,Administration,Unknown,MARRIED,18886,2,0
no,55,Administration,University,DIVORCED,168749,1,0
no,49,Non-active,Basic education,MARRIED,179283,1,1
no,29,Administration,High school,MARRIED,109780,1,2
no,34,Industry,Basic education,MARRIED,71992,1,1
no,54,Non-active,High school,MARRIED,10963,0,1
no,36,Administration,Professional Course,SINGLE,19375,2,2
no,30,Administration,University,SINGLE,128536,2,2
no,33,Non-active,University,DIVORCED,74959,2,2
no,37,Industry,High school,MARRIED,131095,0,0
no,36,Administration,Basic education,MARRIED,9854,0,0
no,33,Industry,High school,MARRIED,28784,2,1
no,32,Non-active,High school,MARRIED,153250,1,0
no,32,Non-active,High school,MARRIED,144017,1,1
no,50,Industry,Basic education,MARRIED,11390,0,0
no,38,Industry,Basic education,MARRIED,151625,1,1
no,51,Industry,Unknown,DIVORCED,160402,1,2
no,33,Industry,High school,MARRIED,107065,0,2
no,33,Industry,Basic education,MARRIED,143072,0,2
no,56,Administration,University,MARRIED,79701,2,2
no,39,Administration,University,DIVORCED,138073,0,2
no,33,Independent,University,SINGLE,94942,0,0
no,59,Non-active,Basic education,DIVORCED,166080,1,1
no,42,Administration,Unknown,SINGLE,151085,2,0
no,43,Industry,High school,MARRIED,133797,1,2
no,35,Administration,University,MARRIED,80244,2,0
no,46,Industry,Basic education,MARRIED,104734,1,1
no,27,Administration,Basic education,MARRIED,12745,0,2
no,47,Administration,University,DIVORCED,143974,0,0
no,31,Administration,University,SINGLE,25340,2,1
no,40,Administration,High school,SINGLE,122145,1,0
no,56,Administration,University,MARRIED,10815,2,0
no,47,Independent,Professional Course,MARRIED,165176,0,1
no,39,Administration,University,DIVORCED,104833,2,1
no,48,Administration,Basic education,MARRIED,64874,1,2
yes,45,Non-active,Professional Course,MARRIED,32664,2,2
no,36,Independent,University,MARRIED,73785,1,0
no,49,Administration,Professional Course,MARRIED,144940,0,0
no,46,Industry,High school,MARRIED,51853,0,1
no,38,Industry,Basic education,MARRIED,132865,1,2
no,50,Non-active,Basic education,MARRIED,70055,0,0
no,27,Administration,High school,SINGLE,49437,2,2
no,40,Administration,Professional Course,MARRIED,11741,2,0
no,38,Administration,University,MARRIED,60431,2,0
no,40,Administration,University,DIVORCED,66331,2,2
no,33,Administration,University,SINGLE,70688,2,2
no,54,Non-active,High school,MARRIED,148508,0,2
no,38,Industry,Basic education,MARRIED,26030,2,0
no,53,Administration,University,MARRIED,112718,0,1
no,49,Industry,High school,MARRIED,34319,1,0
no,42,Industry,Basic education,MARRIED,119464,1,1
no,49,Non-active,Basic education,MARRIED,146602,0,0
no,38,Independent,Basic education,MARRIED,73370,1,1
no,59,Administration,University,MARRIED,30834,1,1
no,51,Independent,Basic education,MARRIED,68625,1,1
no,57,Non-active,Basic education,MARRIED,30748,2,2
no,38,Independent,Basic education,DIVORCED,132030,1,0
no,52,Independent,University,MARRIED,16251,2,0
no,26,Non-active,Basic education,SINGLE,34859,1,2
no,38,Administration,University,MARRIED,168890,0,1
no,51,Administration,University,MARRIED,153480,0,1
no,43,Industry,Basic education,MARRIED,104534,1,2
no,42,Administration,High school,MARRIED,71854,2,1
no,60,Non-active,University,DIVORCED,171402,1,2
no,36,Industry,Basic education,MARRIED,21099,1,1
no,57,Administration,University,MARRIED,93181,2,0
no,38,Non-active,University,SINGLE,162549,2,2
no,30,Administration,University,MARRIED,22627,1,2
no,43,Industry,High school,MARRIED,92327,2,2
no,40,Administration,Basic education,MARRIED,34494,1,2
no,45,Administration,University,MARRIED,156346,1,2
no,56,Non-active,High school,MARRIED,115377,2,1
no,46,Industry,Basic education,MARRIED,38297,0,1
no,41,Industry,Basic education,MARRIED,12697,1,0
no,42,Administration,University,MARRIED,139681,1,2
no,56,Industry,Basic education,MARRIED,153990,0,2
no,43,Independent,Basic education,MARRIED,109018,0,2
no,34,Industry,Basic education,MARRIED,46765,0,1
no,38,Industry,High school,MARRIED,131142,0,1
no,40,Administration,Basic education,MARRIED,158636,0,2
no,38,Administration,High school,MARRIED,62421,1,0
no,48,Independent,University,MARRIED,14889,1,2
no,27,Industry,Basic education,MARRIED,143987,2,1
no,24,Administration,Professional Course,SINGLE,169707,2,1
no,47,Administration,Unknown,SINGLE,150982,2,2
no,48,Industry,Professional Course,MARRIED,69059,1,2
no,38,Administration,High school,SINGLE,108755,0,0
no,39,Independent,Basic education,SINGLE,56814,1,1
no,41,Administration,University,SINGLE,59970,2,2
no,38,Industry,Basic education,MARRIED,156460,2,1
no,38,Non-active,Basic education,MARRIED,173660,0,0
no,49,Administration,High school,MARRIED,50401,1,1
no,47,Non-active,University,DIVORCED,35550,0,1
no,38,Industry,Unknown,MARRIED,65302,0,2
no,48,Administration,High school,DIVORCED,120092,0,1
no,55,Non-active,Basic education,MARRIED,125522,0,1
no,59,Administration,Basic education,MARRIED,59332,0,2
no,44,Administration,Professional Course,SINGLE,99888,2,2
no,46,Industry,Basic education,MARRIED,40059,2,1
no,39,Industry,Basic education,DIVORCED,35689,0,0
no,38,Non-active,Basic education,MARRIED,96991,0,2
no,36,Industry,High school,MARRIED,27298,2,0
no,29,Administration,University,SINGLE,103496,1,0
no,31,Administration,Professional Course,SINGLE,102195,0,1
no,30,Industry,Basic education,DIVORCED,9245,2,0
no,36,Industry,Basic education,MARRIED,33082,2,2
no,60,Industry,Professional Course,MARRIED,132656,1,1
no,36,Administration,University,MARRIED,46552,2,1
no,38,Industry,High school,MARRIED,12149,2,1
no,39,Industry,Basic education,MARRIED,102816,0,1
no,30,Industry,University,MARRIED,39013,2,2
no,39,Industry,Basic education,MARRIED,87054,2,1
no,37,Industry,Basic education,MARRIED,173912,1,0
no,39,Industry,Professional Course,MARRIED,180479,0,1
no,46,Industry,Basic education,MARRIED,81586,0,1
no,43,Non-active,Basic education,MARRIED,176961,2,2
no,37,Industry,High school,MARRIED,62591,1,0
no,30,Administration,University,MARRIED,138411,1,2
no,38,Administration,Professional Course,MARRIED,9048,2,0
no,38,Administration,University,MARRIED,159954,2,2
no,44,Administration,University,MARRIED,32792,0,1
no,38,Independent,University,MARRIED,146691,2,2
no,38,Administration,Unknown,MARRIED,155042,1,2
no,30,Non-active,High school,SINGLE,113494,2,1
no,37,Industry,Basic education,MARRIED,156010,1,0
no,38,Non-active,Unknown,DIVORCED,85440,1,0
no,41,Administration,Unknown,MARRIED,115726,2,0
no,38,Administration,Professional Course,MARRIED,148110,2,1
no,38,Non-active,Basic education,MARRIED,61395,0,0
no,41,Industry,Basic education,MARRIED,60548,2,0
no,38,Industry,Unknown,SINGLE,39963,2,2
no,33,Industry,Basic education,MARRIED,169122,2,2
no,32,Administration,High school,MARRIED,135900,2,1
no,30,Industry,High school,MARRIED,113045,2,2
no,43,Administration,Basic education,MARRIED,131340,2,1
no,30,Industry,High school,MARRIED,6579,1,1
no,36,Administration,Professional Course,DIVORCED,62960,1,1
no,38,Industry,Basic education,MARRIED,91059,2,0
no,35,Industry,Basic education,SINGLE,8729,2,2
no,50,Independent,University,MARRIED,96241,2,0
no,38,Industry,Basic education,MARRIED,40997,0,1
no,58,Administration,Basic education,MARRIED,99977,1,0
no,50,Administration,Professional Course,MARRIED,77856,2,0
no,33,Industry,Basic education,SINGLE,153140,1,1
no,33,Industry,Basic education,SINGLE,80512,0,1
no,44,Administration,University,SINGLE,123534,0,0
no,31,Administration,High school,MARRIED,62285,1,0
no,38,Independent,Basic education,MARRIED,70250,1,1
no,28,Not specified,Basic education,SINGLE,100518,1,0
no,38,Industry,Unknown,SINGLE,137752,2,2
no,44,Industry,High school,SINGLE,155763,1,1
no,38,Industry,Unknown,DIVORCED,45191,1,1
no,33,Industry,Basic education,MARRIED,6565,0,2
no,39,Industry,Basic education,DIVORCED,97659,1,0
no,47,Industry,Basic education,SINGLE,56451,2,2
no,47,Industry,High school,DIVORCED,19021,2,0
no,38,Independent,Professional Course,SINGLE,129088,1,0
no,42,Administration,University,DIVORCED,88389,1,0
no,38,Administration,High school,MARRIED,144694,2,2
no,35,Administration,Basic education,MARRIED,102634,0,2
no,36,Industry,Unknown,SINGLE,132709,2,1
no,56,Independent,University,MARRIED,50407,1,2
no,26,Administration,High school,SINGLE,49862,1,0
no,38,Administration,University,SINGLE,41180,0,2
no,57,Independent,High school,SINGLE,174772,2,1
no,39,Industry,High school,MARRIED,159606,1,1
no,43,Industry,High school,MARRIED,87157,1,1
no,50,Administration,University,MARRIED,54624,1,0
no,52,Industry,High school,SINGLE,158862,1,0
no,39,Industry,Basic education,DIVORCED,148594,0,1
no,44,Administration,Unknown,SINGLE,107982,0,0
no,36,Non-active,Basic education,MARRIED,168774,0,0
no,54,Administration,High school,MARRIED,57942,2,0
no,27,Administration,Basic education,SINGLE,111173,2,2
yes,31,Administration,University,SINGLE,83721,1,0
no,31,Administration,University,MARRIED,132365,2,2
no,28,Industry,Basic education,MARRIED,155120,1,0
no,31,Administration,University,SINGLE,119256,2,0
no,30,Administration,High school,DIVORCED,172889,2,1
no,52,Administration,Professional Course,MARRIED,80634,2,1
no,37,Administration,Professional Course,DIVORCED,87963,1,1
no,30,Industry,University,MARRIED,126820,2,1
no,45,Industry,Basic education,MARRIED,61035,1,0
no,54,Administration,University,MARRIED,149713,2,1
no,49,Independent,Basic education,MARRIED,55197,1,2
no,44,Administration,High school,MARRIED,164421,2,2
yes,28,Non-active,Basic education,SINGLE,23885,1,2
no,44,Administration,High school,DIVORCED,141031,2,2
no,38,Industry,Basic education,MARRIED,32714,2,2
no,38,Industry,High school,SINGLE,83398,2,2
no,34,Administration,High school,SINGLE,112959,1,1
no,40,Administration,Professional Course,MARRIED,44198,1,1
no,38,Administration,University,DIVORCED,33442,2,1
no,43,Industry,Basic education,MARRIED,20096,2,0
no,31,Industry,Basic education,MARRIED,98452,2,1
no,31,Industry,Basic education,MARRIED,41648,0,1
no,31,Industry,Basic education,MARRIED,46981,0,0
no,45,Non-active,Basic education,MARRIED,144677,2,1
no,38,Administration,University,MARRIED,173375,1,1
yes,41,Independent,University,MARRIED,9149,1,0
no,47,Industry,Professional Course,MARRIED,83709,1,1
no,42,Industry,Basic education,MARRIED,169267,1,1
no,35,Industry,Unknown,SINGLE,8597,2,1
no,40,Administration,University,MARRIED,171643,1,0
no,42,Industry,Basic education,MARRIED,168024,0,0
no,34,Administration,Professional Course,MARRIED,82979,2,2
no,48,Administration,University,SINGLE,109483,1,1
no,35,Industry,Unknown,MARRIED,66253,0,1
no,33,Industry,High school,MARRIED,159539,2,1
no,38,Administration,Professional Course,MARRIED,78038,1,0
no,43,Administration,Professional Course,MARRIED,60491,2,2
no,42,Administration,Unknown,SINGLE,176435,2,2
no,46,Administration,University,DIVORCED,15516,0,1
yes,37,Industry,Basic education,SINGLE,30268,2,2
no,38,Industry,High school,MARRIED,51910,0,1
no,40,Industry,High school,MARRIED,31454,0,1
no,59,Independent,High school,DIVORCED,98842,2,1
no,43,Administration,University,SINGLE,17047,2,0
no,44,Industry,Basic education,MARRIED,156174,2,2
yes,38,Industry,Basic education,MARRIED,105194,2,0
no,41,Administration,University,MARRIED,141717,0,1
no,28,Not specified,Basic education,SINGLE,148193,0,0
no,48,Industry,High school,MARRIED,28629,1,1
no,31,Administration,High school,SINGLE,87410,1,1
no,27,Industry,Basic education,MARRIED,118604,0,0
no,43,Administration,University,SINGLE,54818,2,2
no,47,Non-active,Basic education,MARRIED,159626,2,1
no,40,Industry,Unknown,DIVORCED,81481,0,0
no,43,Not specified,High school,MARRIED,38805,0,1
no,29,Administration,Professional Course,MARRIED,61576,1,0
no,54,Administration,University,MARRIED,163623,1,2
no,36,Administration,Professional Course,MARRIED,42677,0,0
no,30,Administration,University,SINGLE,97872,0,2
no,38,Industry,Unknown,SINGLE,51997,2,2
no,47,Industry,High school,MARRIED,61353,2,1
no,35,Industry,Basic education,MARRIED,124986,2,1
no,48,Non-active,Basic education,MARRIED,123446,1,0
no,40,Industry,Basic education,MARRIED,149747,1,1
no,32,Industry,High school,SINGLE,179293,2,1
no,38,Non-active,Basic education,DIVORCED,23351,0,0
no,38,Independent,Basic education,MARRIED,104013,1,2
no,45,Industry,Basic education,MARRIED,146307,0,2
no,49,Industry,Basic education,SINGLE,40124,0,2
no,51,Administration,University,MARRIED,53630,1,2
no,38,Administration,University,SINGLE,172742,2,1
no,53,Administration,High school,MARRIED,120411,1,0
no,49,Industry,Basic education,MARRIED,147409,0,0
no,31,Industry,Basic education,MARRIED,152757,0,2
no,38,Industry,High school,MARRIED,23192,1,0
no,54,Non-active,Basic education,MARRIED,10678,0,2
no,38,Administration,High school,SINGLE,14851,0,2
no,31,Industry,Basic education,MARRIED,28357,1,1
no,35,Administration,High school,MARRIED,28681,2,0
no,38,Industry,Basic education,MARRIED,38327,2,0
no,54,Administration,High school,MARRIED,68188,0,2
no,48,Administration,Basic education,MARRIED,13204,0,2
no,48,Administration,University,DIVORCED,70809,1,0
no,38,Administration,University,SINGLE,83891,2,0
no,34,Administration,Professional Course,MARRIED,27630,1,1
no,38,Administration,University,SINGLE,153531,2,1
no,44,Industry,Basic education,MARRIED,49595,1,2
no,42,Industry,High school,DIVORCED,78970,2,1
no,55,Industry,Basic education,MARRIED,141668,1,2
no,42,Industry,High school,DIVORCED,51037,2,1
no,44,Administration,University,MARRIED,166913,0,2
no,51,Industry,Basic education,MARRIED,133077,1,1
no,43,Industry,Basic education,MARRIED,85082,1,0
no,52,Administration,High school,MARRIED,146151,1,1
no,45,Industry,Basic education,SINGLE,105090,2,2
no,41,Industry,High school,DIVORCED,106883,1,2
no,35,Administration,Unknown,DIVORCED,26778,2,0
no,41,Industry,High school,DIVORCED,14023,1,2
no,46,Administration,Basic education,MARRIED,95779,1,2
no,36,Non-active,Basic education,DIVORCED,172836,0,1
no,29,Administration,Professional Course,MARRIED,24274,1,0
no,47,Industry,Unknown,MARRIED,66906,2,1
no,43,Industry,Basic education,MARRIED,22457,2,0
no,38,Industry,Basic education,SINGLE,177298,0,2
no,44,Industry,Basic education,MARRIED,21222,0,2
no,29,Industry,High school,MARRIED,84714,0,0
no,58,Not specified,Unknown,MARRIED,94269,0,0
no,48,Industry,Professional Course,MARRIED,73380,2,1
no,38,Industry,Basic education,MARRIED,124417,2,1
no,31,Industry,Basic education,MARRIED,21956,1,0
no,47,Industry,Unknown,MARRIED,32534,2,1
no,38,Administration,University,MARRIED,115811,1,0
no,31,Industry,Basic education,MARRIED,118333,0,2
no,38,Non-active,Professional Course,DIVORCED,119546,1,0
no,33,Administration,University,MARRIED,127391,0,0
no,53,Industry,Basic education,MARRIED,42141,0,1
no,33,Administration,Unknown,SINGLE,21218,1,0
no,33,Independent,Basic education,MARRIED,174085,1,0
no,37,Administration,University,DIVORCED,59735,1,0
no,55,Industry,Basic education,MARRIED,161078,1,2
no,38,Administration,Basic education,SINGLE,73435,1,1
no,46,Industry,Basic education,MARRIED,47053,1,1
no,32,Independent,University,DIVORCED,176618,2,2
